AuthorID	Author_Name
2095722388	Robin Chapman
2095823445	Cameron L. Stewart
2095868557	Dameng Deng
2095881740	Robert E. Jamison
2095898607	Bruce R. Johnson
2096032652	Mark Goldberg
2096100169	Lukasz Kosinski
2096102157	Benedict H. Gross
2096147546	Jonathan Sanders
2096199164	Alan Horwitz
2096219353	Stephen M. Rock
2096225937	Don Taylor
2096242428	John F. Blount
2096297360	Saumil Sheth
2096310952	J.P.M. van den Heuvel
2096320403	Evgeni Tsentalovich
2096375002	Ole Amble
2096418095	M. V. Fonseca
2096432846	Clifford Wilson
2096518114	David J. Carey
2096524242	Mark B. Jones
2096597988	Shenwei Huang
2096676380	Rashid Farooq
2096700839	Chia-Liang Cheng
2096761029	Lun Lv
2096791840	Changgui Gao
2096888107	Zhi-Wei Sun
2096990450	Fred Y. Aoki
2097060976	Blair D. Sullivan
2097127513	Dionéia Camilo Rodrigues de Oliveira
2097152310	Adriana N. De Gutierrez
2097261354	Kholoud Porter
2097284136	Wei Tse Yang
2097303288	Paul Alexander
2097334693	Thomas Schneider
2097336845	Weston L. Tew
2097391191	Elizabeth A. Thomas
2097512307	Sid Browne
2097517931	Fabricio Siqueira Benevides
2097538766	Günter M. Ziegler
2097721048	Gergely Kiss
2097733186	Rephael Wenger
2097893581	Dee Parks
2097948530	Brian G. Rubin
2097957231	Chandan Krishna
2098006062	Tristan L. Smith
2098078056	Adnan Custovic
2098118527	Ramesh Johari
2098141436	Konrad Hammerschmidt
2098158309	A P Black
2098158929	Jason Harris
2098422466	D. Heddle
2098430289	Richard Combes
2098460901	Ilie Grigorescu
2098475164	Alan E. Friedman
2098495704	Amit Levi
2098657060	S. C. Williams
2098662149	Robin Robinson
2098679436	Ehsan Momtahan
2098769636	Lorraine Sherr
2098828478	Lynne Jones
2098835403	J. Pakarinen
2098855277	Brian A. Gordon
2098947690	Mark Levine
2099021297	Walter Vichnewski
2099086892	Edward C. Gordon-Smith
2099129845	John Frederick Fink
2099620696	Richard K. Guy
2099677142	Hyung Chan Jung
2099701141	Kyle F. Jao
2099774466	Leo J. Alex
2099798967	Ian Stewart
2099885326	Lola J. May
2099991264	Peter Auer
2100053763	Craig S. Kaplan
2100060761	Lucia de Araujo Evangelista
2100065908	David J. Jeffrey
2100172157	Francis S. Collins
2100193628	Princy Kumar
2100280999	Adnan Bashir
2100334119	Jeffrey S. Powell
2100525881	Jeffrey C. Barrett
2100544207	Sean D. Johnson
2100610824	Stefan A. Burr
2100664016	R. Padmanabhan
2100665674	Peter Winkler
2100700970	Jane Friedman
2100715692	Sean I Savitz
2100816268	Adam Bohn
2100822108	Charles Small
2100842297	Anneka Anderson
2100844700	Paul A. Williams
2100866778	G. J. Bourke
2100884062	Ann M. Cheney
2100887650	R. Bojanic
2100930213	Trefor Jenkins
2101016301	D.R. Stevens
2101026552	Kristipati Ravi Ram
2101071880	Peter A. Clarkson
2101096735	Peng W. Chee
2101133979	S. Tian
2101151320	Morten Nielsen
2101228209	Michael F. Driscoll
2101258158	Martin Huber
2101280371	Roger L. Milne
2101403561	Melissa Dennison
2101418950	Marcus Schumacher
2101451403	Jaikumar Radhakrishnan
2101521089	Vindya Bhat
2101549103	A. Beck
2101561693	Karl-Heinrich Link
2101622929	Theresa Gan
2101668149	László F. Papp
2101755677	David L. Hollinger
2101776588	Kentaro Fujii
2101788098	Ankur Moitra
2101794764	Douglas R. White
2101840759	Carrie Dykes
2101845077	Stephen D. Cohen
2101891556	Kaweh Mansouri
2101905787	Lawrence Snyder
2101921344	Bill Cunningham
2101942129	Dirk Petersen
2102009961	Edward J. Kane
2102035550	Mary S. Huang
2102041366	Henk D. L. Hollmann
2102067237	George Pólya
2102086617	Douglas J. Klein
2102144712	William H. Sawyer
2102153185	Robert Vaughan
2102175684	Harald Paganetti
2102199634	Diego A. Mejía
2102213659	Paul S. Bernstein
2102216860	Matthew D. Weitzman
2102262318	K. Sparks
2102317140	Manuela Boscolo
2102321183	Michael S. Jacobson
2102397339	John Young
2102534659	Robert B. Allan
2102592998	P. Rojas
2102670589	Seog-Jin Kim
2102672845	Go Okada
2102686979	John R. Stembridge
2102841424	Andrew C. Papanicolaou
2102844845	Daniel Landau
2102849442	Ildefonso Hernández
2102943351	Kjell Petersen
2102990210	Catherine H. Yan
2103080378	James G. Davis
2103087307	J. Rademacher
2103231329	Robert W. Chen
2103281278	Matteo Marsili
2103487612	Jeffrey V. Rosenfeld
2103522747	Yingxian Zhu
2103535785	Donald S. Ornstein
2103629586	Free Jamison
2103657699	Amos Israeli
2103676345	Philip J. Cox
2103706556	Tauhid Zaman
2103802259	Raj K. Mishra
2103856308	Kenneth Watson
2103894638	Catarina M.M. Duarte
2103970591	Walter J. Freeman
2104036605	Tianhai Tian
2104051560	Eugene A. Herman
2104098616	Charles R. Rinaldo
2104123797	Noritsugu Umeda
2104165761	Pinar Heggernes
2104177816	Yoshito Komatsu
2104234719	Vidal Alcázar
2104260597	Vladimir Pozdnyakov
2104297138	B. Gopinath
2104310301	Conceição Souto Moura
2104316050	Judith Feinberg
2104358681	Frank Irwin
2104428317	Terri D. Pickard
2104431181	Yu-Ru Liu
2104538084	E. R. van Kampen
2104540407	L. Mendoza Navas
2104560111	Paul F. Robbins
2104627187	Christopher J. Schofield
2104690805	Genine A. Winslow
2104695092	Xiaowen Chu
2104885287	Marina Rigau
2105029719	David Xianfeng Gu
2105031441	Amr Hussein Yousef
2105090312	Raymond P. Cox
2105205428	Bünyamin Sari
2105210788	Scott Ernst
2105228593	M. K. Pham
2105253337	Eitan Altman
2105334741	Shawn James Rosenheim
2105350527	Persijn J. Honkoop
2105395252	Kurisu Tada
2105411708	Abhishek Prakash
2105505953	Claudia Teran
2105681061	P. Jindal
2105762093	Makoto Deguchi
2105762892	Alex Fink
2105764639	Zhang Ke Min
2105780312	P. van den Driessche
2105812861	Monica Riley
2105826292	Xueming Li
2105896974	Leon Sterling
2105906924	Anthony B. Evans
2105922070	Stanley Yao Xiao
2105975368	Jennifer L. Sullivan
2106076253	Shreevatsa Rajagopalan
2106199751	S. Rivoire
2106219590	Patrício Soares-da-Silva
2106297198	Fasiha Kanwal
2106377758	András Sárközy
2106387851	Ashnil Kumar
2106395622	Youngmee Koh
2106477713	Francesco Donato
2106509972	Daniel G. Brown
2106524392	Antonio Blanca
2106556285	Maxim R. Burke
2106572359	Julie Morrison
2106617166	Haneol Lee
2106668541	Robert L. Parker
2106673680	Robert Fraser
2106715522	D. J. Mack
2106765378	Esmeralda Valiente
2106799231	Christopher F. Green
2106886548	Caryn Lerman
2106913561	John S. Lew
2106930737	Michael Kramer
2106935335	Daniel P. Sanders
2106937664	Harvey J. Greenberg
2107146628	Lorenzo Paolozzi
2107156524	Svante Janson
2107276762	Brian Abbey
2107397661	Richard P. Jerrard
2107408295	Cedric A. B. Smith
2107476539	Linda A. Bradbury
2107486317	Joshua M. Browning
2107516661	Duncan A. Forbes
2107530998	Cinthia Piamonteze
2107548386	Jean-Sébastien Coron
2107619137	Antonio Ruocco
2107702221	Jeffrey S. Patrick
2107791122	E. T. H. Wang
2107857740	Maureen Power
2107992571	John H. Smith
2108015747	W. Fernandez de la Vega
2108043565	Eric Chen
2108143487	John L. Hunsucker
2108210217	James G. Scott
2108360294	Doug Sellman
2108381493	Lee A. Rubel
2108418565	Simon W. Poulton
2108430988	Vanessa de Vera
2108445451	Stephen M. Samuels
2108623271	Christopher J. Thompson
2108638957	M. M. Jann
2108671403	Manuela Veloso
2108682003	J. L. Walsh
2108735814	Shoichi Hasegawa
2108825773	Eric Beer
2108848359	M. El-Zahar
2108853976	Ernie de Boer
2108909552	Fronefield Crawford
2108964610	Lani T. Hoang
2109003423	J. Richard Lundgren
2109004319	Avery Miller
2109161446	Yewlin E. Chee
2109201027	Robin Thomas
2109243355	Gerard Buskes
2109274371	Janet Sprague
2109385249	Tamás Csörgő
2109486514	Marek Balcerzak
2109561800	George Day
2109603241	E. Passchier
2109629171	Aurélio Rubio Neto
2109636255	Pablo Franco
2109663204	Yasutaka Ihara
2109717120	Anthony C. Gordon
2109734276	J. W. Addison
2109757026	Leendert M. Huisman
2109833783	Friedrich Regen
2109878556	J. M. Davis
2109949009	C. A. Rogers
2109986051	Jack H. Koolen
2110019202	Matthew Tudor
2110069972	I. Meyer
2110082505	H. Hu
2110096554	Ahmet Alkan
2110151951	Henry Pollak
2110307097	Andrew V. Sutherland
2110321183	Alan D. Taylor
2110325452	Zhanxiang Zhou
2110339232	László Dobson
2110343372	Etsuo Segawa
2110343983	Patricio Rivera
2110427999	William S. Cohn
2110443765	Jesse Garcia
2110497457	Cecile Collignon
2110533164	David R. Burgess
2110580869	Aaron Potechin
2110589123	Walter H. Schuller
2110679167	William Jamieson
2110701292	Samuel Merrill
2110724150	Salma Kuhlmann
2110875861	Pál Révész
2110923202	Harold Davenport
2110929861	Olivia Simpson
2111074096	Jephian C.-H. Lin
2111105180	Stephen Leroux
2111126501	Stuart Shearer
2111262254	Robert D. Inman
2111343383	Pamela Mukhopadhyay
2111403927	Christoph Koch
2111523854	Bengt Karlsson
2111804252	Steinn Sigurdsson
2111805067	Donald L. Goldsmith
2111819392	P. Bhatt
2111888317	John T. Barbas
2112056374	John T. Baldwin
2112086095	Jacob Hughes
2112091239	Victor H. de la Peña
2112104828	Yunfang Tang
2112165211	Thor Whalen
2112184701	Loana Tito Nogueira
2112187768	K. Y. Kim
2112321902	Leslie A. Hall
2112322337	Maria Luisa Villa
2112338255	M. Zafer Wafai
2112339167	Kristyn A. Bates
2112366753	N. D. Lane
2112392459	Peter Faull
2112441371	Ian Martins
2112441990	Luis M. Escudero
2112473374	Marko Petkovšek
2112574952	Noga Alon
2112775860	Václav Koubek
2112798419	Jon Bentley
2112870757	John H. Holland
2112895177	Alina Carmen Cojocaru
2112978481	Hsiao-Ming Lu
2112978973	KennethM.A. Perry
2113080974	Cecil C. Rousseau
2113107132	Eli Berger
2113125728	Ser Peow Tan
2113145392	Jarvelin M-R.
2113169165	Han-Jung Chae
2113171912	David P. Jacobs
2113199847	Arturas Dubickas
2113279805	Vanita Shah
2113344548	Stefan Gerhold
2113421741	Enrique Treviño
2113605621	R. Le Gac
2113607491	Fernando B. Da Costa
2113658816	Michel Della Negra
2113713219	Wenbai Zhu
2113741610	Cezhou Zhao
2113815537	Wojciech Samotij
2113872288	Alberto Márquez
2114090191	Kenneth S. Williams
2114098705	Wensong Chu
2114125551	Hsin-Fu Lee
2114133566	Ronald J. Clark
2114228817	Marineide Gonçalves de Melo
2114293651	Ryan O'Donnell
2114295755	Susan L. Gold
2114327378	Celina M. H. de Figueiredo
2114383784	William Robert Alford
2114517990	Anthony D. Joseph
2114679871	Maarten Loos
2114750994	Patrick J. Pollard
2114910980	Nicholas T. Gorden
2114934371	Christopher I. Richards
2114968246	William F. Bottke
2114997833	Rohit Parikh
2114998785	Mikael Hammar
2115046260	Muhammad Asim Khan
2115070461	Shen Tang
2115073774	Hester Graves
2115115461	Georg Basler
2115117349	S. D. Shore
2115184185	Frank J. Hall
2115200453	Jo Tod
2115202022	Robert D. Tompkins
2115244882	Edward T. H. Wang
2115283560	Jay Cummings
2115307571	Elena Deza
2115326491	Wen-Qing Xu
2115421536	Xuan Guo
2115425185	Marc Noy
2115442386	R. A. Niyazov
2115462930	Mostafa Alam
2115463708	Carlo Tomino
2115549915	Lihteh Wu
2115560688	Richard S. Ellis
2115610847	Herath Jayantha Gunaratne
2115641982	Maria A.M. Reis
2115677206	V. Gyurjyan
2115742787	W. E. Briggs
2115749908	Brandon B. Holmes
2115777961	Frank Schmidt
2115916108	S. Tariq Rizvi
2116017383	Patricia D. D. B. Lima
2116061006	Douglas B. West
2116075085	Ariel Kulik
2116174793	Daniel J. Preston
2116180862	Gricel N. Arredondo
2116200400	Jorge Santana
2116255264	Mbaki Muzila
2116395459	Earl Frieden
2116406559	Lynnette Pitcher
2116412923	Yi-Jing Xu
2116452224	Jan van Leeuwen
2116467537	Xiaojie Yu
2116491732	Caroline Mathon
2116539119	A.R Reddy
2116541077	D. Powers
2116616653	Ivan Vidal
2116655164	Petra Bacher
2116685766	Michael Moore
2116721453	Jinnell A. Lewis
2116736412	Amro Ali
2116772762	David E. Daykin
2116790372	Fernando Lanas
2116856495	Bruce A. Julian
2116914588	John D. Sheppard
2116949117	Blake Max
2117081467	Hans Petersen
2117114325	Jennifer R. Diamond
2117186479	David Bol
2117194648	Patrick F. Smith
2117201825	Félix Gutiérrez
2117328667	Katalin Gyarmati
2117401713	Shannon J. Dundas
2117502018	Tanda Murray
2117582415	David Rosen
2117644643	Jorge Duconge
2117680250	Janet L. Williams
2117757424	Jesús E. García
2117900054	John E. Mitchell
2117920276	James R. Forster
2117948270	Hideo Konishi
2118050645	Anne Preller
2118061873	Matthew R. Hall
2118127197	R. S. Hicks
2118130776	Michael O. Garcia
2118213078	Frank E. Bennett
2118239105	Fanus Viljoen
2118250481	Martin A. Goetz
2118305875	Shahn Majid
2118335831	Barnaby Martin
2118362038	R. Workman
2118393907	Mark Walker
2118481644	Young S. Lee
2118589441	Aradhana M. Venkatesan
2118651827	John N. Bray
2118664252	Endre Boros
2118739126	Thomas M. Lewis
2118757177	Arindam Khan
2118916410	Hulin Wu
2118937510	Oriol Serra
2119008093	David R. Larson
2119027181	Pamela L. St. Jean
2119075781	Whitman Richards
2119106639	Douglas M. Campbell
2119204140	Yukiyasu Tsutsumi
2119223456	Soumya Raychaudhuri
2119232550	Adrian M Shields
2119235246	Donald A. Richards
2119386641	András Biró
2119429103	G. J. Michaelides
2119436287	Dona Strauss
2119508011	Vinayak Joshi
2119517963	Anthony C. Jones
2119579177	Andrew J. Coates
2119587769	A. Willis
2119818398	Ludwig Elsner
2119826480	Jan Mycielski
2119912385	Jessica A. Walsh
2119992349	Chetak Hossain
2119994317	Yehong Shao
2120032827	Shideh Kazerounian
2120068236	Michael S. Gordon
2120198344	S. E. Kuhn
2120200419	David P. Day
2120348269	Sayyed Heidar Jafari
2120453427	Csaba Schneider
2120639694	Hamed Seyed-allaei
2120647695	R. Duane Skaggs
2120682775	Alexander Finch
2120738942	María C. Sánchez
2120762437	Zhigang Ji
2120795807	John W. Kennedy
2120878540	Charles Burdet
2120902917	Joseph H. Saleh
2121035222	Mu Li
2121081749	R. Nicolas Caballero
2121082662	Bhupendra V. Shravage
2121088867	Herbert H. Isaacs
2121091656	Anwar Ali Shah
2121348433	Peter G. Doyle
2121453430	Dean Hickerson
2121462608	Ziad Taib
2121476132	Lu Zheng
2121728258	Terry A. McKee
2121840603	Tao Dong
2121852636	Charles E. Blair
2121858404	Jørgen Brandt
2122042823	Kirby A. Baker
2122273044	Chelsea S. Place
2122284788	Asaf Shapira
2122316230	Francis T. Boesch
2122351653	Thomas L. Griffiths
2122360830	M. Korn
2122363969	Yanjie Li
2122419477	Joan DuPont
2122489125	Arthur M. Hobbs
2122504212	Joni Baker
2122504659	Ren Guo
2122535838	Melvin Henriksen
2122545730	John Rhodes
2122552118	Curtis G. Wong
2122658264	S Kirk
2122727276	Álvaro Mena
2122778938	Hong-Kun Xu
2122787997	Mike B.J. Beadsworth
2122987206	Jeong-Ok Choi
2123056063	A. Zeitler
2123142646	Dwayne A. Elias
2123163737	Dmitri Romanov
2123173436	Xianfu Wang
2123179608	Steven La Fleur
2123180890	Peter Johansson
2123384139	Cheryl A. Winkler
2123388827	Mark D. Kurz
2123398172	Maria Isabel Josa
2123422592	Chuan-Min Lee
2123507558	Kenneth J. Olszyna
2123518902	Lucian Ilie
2123524142	Walter P. Maksymowych
2123636993	Janine A. Lamb
2123670277	Robert C. Vaughan
2123697076	Vitaly Maiorov
2123711389	Alan D. Frankel
2123723906	William C. Bridges
2123751698	Shirshendu Ganguly
2123753694	Stuart J. Wong
2123777307	Bill Sands
2123876527	Jun Umemoto
2123943388	James E. Baumgartner
2123946427	A. H. G. Rinnooy Kan
2123953239	Fred S. Roberts
2124044797	R. Yuen
2124118950	Ioan Raşa
2124144905	Stephan V. Roth
2124184001	J. P. Santoro
2124200775	Robert Szczygiel
2124203323	David Erwin
2124238410	Seth S. Martin
2124256468	A. I. Sitnikov
2124309445	Shawn Todd
2124389081	Andrea J. van Doorn
2124470307	Yezhou Wu
2124489526	Michael Arrighi
2124530069	Gabriel dos Passos Gomes
2124539384	Yaser Alizadeh
2124558167	Shinichi Iwai
2124579349	A. C S Lima
2124585984	Philip J. Davis
2124622964	J. Whitfield
2124644170	Geraint P. Williams
2124749121	Sonoko Moriyama
2124763338	Robert A. Beeler
2124791467	George Hobbs
2124851288	Chusi Li
2124896226	Alvin Cheung
2124897370	John J. Watkins
2124920747	Shuya Chiba
2124954549	Matthias J. Koepp
2124974951	Henri Gilbert
2125014299	Rawiwan Wattanadilok
2125090175	Jane B. Lian
2125113003	Bence Szikora
2125262492	A Holtkamp
2125341451	Carl L. Rodriguez
2125401313	Allan Borodin
2125426327	Phoebus Chen
2125432424	Guangwu Xu
2125439818	Shubham Pant
2125441607	Aurangzeb Siddique
2125447395	Shintaro Narita
2125509238	Adit D. Singh
2125538895	Paul Zimmermann
2125626071	Anna O. Ivanova
2125638743	Ronald J. Gould
2125693521	R. Bragg
2125765259	Daniel F. McWilliams
2125768396	Hongseok Yang
2125777657	Scott Whyte
2125845287	Ferran Hurtado
2125877241	Yongkui Han
2125914298	Calvin Lim
2125926674	Howard Hu
2125952507	David J. Wilson
2125986530	Jesús García-Martínez
2126160462	Ron Fertig
2126192346	Hugh C. Williams
2126204200	Charles K. Heller
2126374653	Daniel Shanks
2126397314	Antonella Ronchi
2126407849	Egon Balas
2126436613	David A. Berque
2126472586	Mark Kac
2126487627	Pierre Rochette
2126498728	Todd M. Tripp
2126530088	Jacqueline A. Davidson
2126594654	Anthony J. W. Hilton
2126617608	L. Murata
2126646609	William G. Frye
2126747769	Richard Stong
2126856062	Shunyi Li
2126859823	Julio J. González-López
2126873427	Fiona C.W. Johnstone
2126908197	H. y. Wu
2126912987	Domingo García
2126934822	K. Fiedler
2127006109	Piotr Nayar
2127072932	Colin L. Masters
2127116910	Saurabh Chheda
2127202527	Robert Connelly
2127249139	R. Balasubramanian
2127249213	Margaret L. Weaver
2127341518	Carl T. Bergstrom
2127416337	Daniel Doerr
2127438920	Francesco Macagno
2127455049	Amanda C. Reynolds
2127546362	Max Coleman
2127584787	Ferenc Molnar
2127607771	Joel Spencer
2127635688	Wasin So
2127651631	Giuseppe Molteni
2127768538	Masao Kiyota
2127801532	Donald Visser
2127840843	Guideng Li
2127864361	John Gimbel
2127879659	R. Gary Parker
2127968234	Ramesh Karri
2127993160	Dwight Stambolian
2128038795	D. C. Kay
2128044330	Philipp Matthias Schäfer
2128079998	Annmarie Hake
2128130007	Antoni Wójcik
2128242711	Dennis Sandell
2128359321	M. Massa
2128590164	Kadhim Sulaiman
2128625659	Lisa A. Jones
2128627546	E. M. Wright
2128632650	Yossi Azar
2128726313	Robbert Fokkink
2128796103	Sébastien Ferenczi
2128798615	Benjamin Webb
2128811018	Sandra Pott
2128985104	James A. D. Connolly
2129000063	Jonathan Webster
2129066966	D. Lewis
2129076433	Manfred Droste
2129078311	Alan J. Kaufman
2129175274	Robert L. Bryant
2129198645	Tobias Friedrich
2129201874	D. Martinez Santos
2129224157	Roger B. Nelsen
2129249551	L. Cranmer
2129286012	Matthew Yancey
2129319705	Enrique Rubio
2129402923	J. A. Clarkson
2129435593	X. Pérez
2129570190	John E. Ladbury
2129617561	Benjamin Dominguez Heredia
2129653925	George Mills
2129723470	Qian Di
2129725698	Michelle Schultz
2129767537	A. J. Hart
2129863022	Max Robinson
2129945730	Zhongshan Li
2129974471	Joseph Bak
2129978422	Fernando Roig
2130039907	P. L. Clay
2130044645	Gail V. Matthews
2130087974	Tomás Feder
2130113823	Inna Safonova
2130135232	Xingxing Yu
2130155441	Daniel Johannsen
2130171438	Xiaochun Liu
2130226802	Clarence King
2130276862	Daniel Quiroz
2130334503	Stéphan Thomassé
2130351186	David W. Holdsworth
2130366292	Bernard Masquelier
2130416836	Carlos A.H. Fernandes
2130516076	Alyssa A. Goodman
2130522713	Matthew J. Graham
2130566558	Seunghyun Seo
2130586444	Lawrence Howard Ozarow
2130775602	Tiara Kemper
2130811585	Dingjun Lou
2130841333	Dennis Lal
2130852745	Rafi Chen
2131075266	Takeyasu M. Ito
2131097378	Benjamin Weiss
2131248844	Pierre Leroux
2131256329	C. R. Subramanian
2131343201	Jerome L. Paul
2131397024	Ricardo Arevalo
2131438913	J. H. Loxton
2131481862	Aaron S. Burton
2131484314	María Luz Puertas
2131546595	Evangelos Vlachos
2131683304	Kerry Jenkins
2131689077	Siegfried Graf
2131695950	Michael O. Albertson
2131696739	Yupei Xiong
2131730240	Gregory H. Rose
2131739205	Dong-won Park
2131771688	Lionel Levine
2131793421	James A. Muir
2131936848	V.P. Surin
2131947657	Karl Goldberg
2131987626	Bruce Guthrie
2131998658	Israel Yust
2132016951	Gordon Williams
2132089697	Jelani Nelson
2132144567	Zhu-Yin Chu
2132240852	Qiaolin Deng
2132338671	Alastair D Hay
2132463955	PaweŁ PraŁat
2132467151	Norihito Inami
2132577478	Mitsuhiro Endoh
2132639898	Koji Okada
2132672195	Murray S. Klamkin
2132703245	John Frank
2132849971	Arie E. Kaufman
2132887901	Haixia Lin
2132901572	Saeed Mostafa
2133037898	S.L. Ma
2133188896	Pak Ching Li
2133190051	Richard S. Baker
2133341527	Adam Kobayashi
2133399480	Juan-Manuel Anaya
2133414589	Héctor Muñoz-Avila
2133475368	Márcio Martins Pimentel
2133504483	P. Chen
2133535918	Sulamita Klein
2133587422	Mostafa Mbekhta
2133599965	Judith E. Allen
2133638561	Howard L. Hiller
2133730208	Hugh L. Montgomery
2133743570	Maria-Angela Bassetti
2133757666	David I. Hong
2133969889	Brian B. Hoffman
2133990944	D. J. Lewis
2134069113	John S. Meek
2134145533	Michael A. Bennett
2134211272	Frnak Harary
2134260655	Tammy M. Martin
2134294088	Alan Pearman
2134299615	Curtis Cooper
2134319571	Mio Haga
2134535221	S. Michael Fall
2134555384	Robert A. Myers
2134558692	Claire Bamford
2134559288	Charles Tomlinson
2134617200	Stephen Taylor
2134712290	Kimberly P. Ellis
2134867882	Rishma Vidyasagar
2134873296	R. Sridhar
2134889628	Alex Nash
2134889731	Thomas G. Gray
2134915473	Hidehiro Shinohara
2134927353	Arie M. C. A. Koster
2134939369	George Wells
2134940708	Amram Meir
2134953568	Leo Moser
2135019314	Dave Shade
2135052943	Sandy Feng
2135060781	N.G. Vorob'eva
2135072756	Jerome Paquet
2135154767	Dipendra Prasad
2135224401	Alan Wells
2135280584	Bhudipa Choudhury
2135368523	Zoran D. Mitrović
2135396217	Bobby Babra
2135452914	Allan R. Chivas
2135500618	Moran Feldman
2135541543	John R. Reay
2135571112	Jibin Zhan
2135595099	Hendrik Vogel
2135612010	Ian R. Watson
2135868910	Francesco Amato
2135885729	Kinnari Amin
2135939770	Osamu Watanabe
2135953966	Srinath Sridhar
2135961939	David Henry
2135983776	Hyunju Kim
2136063037	Dennis Stanton
2136175587	Yi-Gang Xu
2136187212	Juhani Nieminen
2136189806	Miguel A. Delgado
2136300437	Marc D. Norman
2136343850	Joachim Röschke
2136351098	Luís Gales
2136438260	Richard C. Larson
2136464113	Alexander Postnikov
2136528408	György Elekes Gy.
2136556746	Jitendra Malik
2136616430	J. Ian Munro
2136671741	Andreas Grau
2136678765	Atílio G. Luiz
2136701647	Robert Z. Norman
2136702862	Syed Tariq Sadiq
2136741065	M. Keckeisen
2136779131	Russell Wallis
2136891275	Ravindranathan Thangadurai
2136959433	Michele Flammini
2136996178	Yuval Peled
2137000881	Donald E. Knuth
2137001664	Megan Wood
2137002513	Christopher J. Boos
2137191032	Didar Ucar
2137212797	Patrick Girard
2137218216	Yoshitake Matsumoto
2137288224	Amanda Wheatley
2137329980	Orit E. Raz
2137429032	Francesco Bertolini
2137481263	T. Isogai
2137505214	Tsz Ho Chan
2137519454	Will Perkins
2137520345	Baogang Xu
2137527772	Chris Rowley
2137614755	Erica M. Rutter
2137663009	Lisa Keay
2137687290	Roger A. Horn
2137724200	Edward C. Posner
2137793725	Manel Ferrer
2137864818	Winfried Just
2137929605	Xiu-Yuan Huang
2138030999	Jingming Ma
2138127961	R. Hasty
2138208644	Kazumi Yokoyama
2138488234	Qiao-Li Dong
2138583808	Jean E. McEwen
2138601464	Donald Mills
2138620219	Darryn Bryant
2138667172	Endre Szemerédi
2138671189	Daniel Espinoza
2138703306	Jonathan O'Neil
2139086844	Bruno R. Bastos
2139111008	Yongge Wang
2139112726	Chengjian Tu
2139228906	Alan Stacey
2139283829	Alvin Y. Liu
2139286696	Jung-Jo Lee
2139326628	Mitsuru Murata
2139414100	Sanya Ram
2139431003	John F. Flaherty
2139517680	John M. Pollock
2139574838	P. Vijay Kumar
2139647612	Barbara G. Ryder
2139799009	G. A. Hunt
2139884274	Sabrina X. M. Pang
2139917975	Carey Williamson
2140038677	Bhaskar Parida
2140051935	Robert L. Winkler
2140105041	Ryan J. Hansen
2140185320	Donia Baklouti
2140279013	Hongbin Sun
2140453663	Ann Rutledge
2140519025	Subhash Varma
2140588142	Shulan Tian
2140678849	Matthew R. Lewis
2140828937	Michel Nuevo
2140867733	Carmen Sánchez
2140895017	J. Leypoldt
2140952600	Valérie Ciarletti
2140990269	Elad Cohen
2141105829	Rita C. Guedes
2141129173	Guy Robin
2141176082	Peter Che Bor Lam
2141246228	Calin Popescu
2141264422	Manar Mohamed
2141311794	Joseph Y.-T. Leung
2141344337	Mette Holm
2141501960	Matthew K. Fujita
2141585733	Tomokazu Imamura
2141590493	Laila A. Hanninen
2141616680	Katherine Stemke-Hale
2141653888	Peter K. Swart
2141674360	T. Eden
2141675813	Fazila Zulfiqar
2141704885	Yogini Jani
2141818656	Kendall Williams
2141827197	N. Guler
2141878661	Vance Faber
2141965643	Kate Larson
2142020478	Steven Yeh
2142032539	Jane M. Olson
2142068759	Gwo-Yu Chuang
2142238220	Carol Atherton
2142281521	Alan G. Konheim
2142305561	William Lynn
2142332620	Caleb I. Fassett
2142584219	Bonnie B. Plikaytis
2142610558	Marta Aymerich
2142641496	Jean Wong
2142680415	Alice D. Ma
2142689629	David Avis
2142702624	Susan M. Drake
2142782239	André Stef
2142812592	Jérôme Rose
2142827311	Yuki Masuda
2142860968	Guntram Büsche
2142914589	David R. Hilton
2142966822	Liang-Shin Hahn
2142972299	Pierre Simon
2143027941	Joseph Paul Eder
2143055618	Noel A. Brennan
2143157389	Ronald J. Evans
2143169954	P. Krishna Reddy
2143227581	Alexandr V. Kostochka
2143327715	S. Román López
2143413563	Noam Solomon
2143596038	Hiroyuki Miyata
2143684301	H. L. Schmid
2143732044	Agnes Ullmann
2143794266	Jeanette A. Stewart
2143814549	Antonio Pasini
2143838880	Lucas Kramer
2143868201	Pu Gao
2143956203	Ellis L. Johnson
2143981886	Yufuku Matsushita
2143982484	Limin Mao
2144001317	Walter Goetz
2144027482	Jennifer DiPiero
2144072405	Roy Thompson
2144084403	Juan Antonio Aguilar Saavedra
2144092273	Phillip B. Gibbons
2144154148	D. D. Pandya
2144338900	Xuechao Li
2144416361	Nan-Chi Chou
2144473480	Adele M. Taylor
2144473896	Beate Sander
2144555668	Carole Bennett
2144630907	Clara C. Chan
2144728944	Mark Gerken
2144765340	Ronald A. Nieman
2144768469	Yen Ying Lim
2144888296	Cheryl Jennings
2144959780	Laura Russell
2144989885	Antonio Olimpio Gonçalves
2145013741	Addanki P. Kumar
2145026360	Fan Chung
2145117344	Wan-Ping Lee
2145168834	Cristina G. Fernandes
2145235858	Henry C. Ferguson
2145276046	Henry S. Cheng
2145351449	Kaori Takayanagi
2145446523	Daihyun Kim
2145462817	James M. Cordes
